Unnamed: 0,reviews
10268,"
Good
"
10269,"
All is ok nice mobile camera and sound clarity is well
"
10270,"
Good
"
10271,"
गेमिंग
"
10272,"
excellent product
"
10273,"
Supar
"
10274,"
Good
"
10275,"
The phone is really good and great value for money, easy to use and quite legible. Performance is not really a ask for me as it is an gift to my mom. She does a lot of binge watching of soaps and TV Shows, the screen looks big and phone looks very premium. Good build quality and the finger print sensor works well. The only issue is the speakers, they could have been louder. Considering my mom watches lot of video on this, the audio is not so great and i need to have add on software to blare the music, I am sure that is not good for the speaker. Eventually had to buy a good quality headphone. Cameras are decent but need a little experienced hand to get good pics, not something that my mom can use to take good quality pics.
"
10276,"
Good
"
10277,"
Front camera की क्वालिटी एकदम बेकार है
"
10278,"
I used this phone for a week and had to return it.Pros:Great displayDecent speakersFingerprint sensor works just fine.Fast charger is awesomeCons:Poor battery performanceBloatware (unnecessary pre-installed apps)Poor camera qualityPoor Battry life.I would NOT recommend this phone to anyone because it woldnt serve any purpose.That said, I'd any of the pros works for you, you can but it.
"
10279,"
I like it because this mobile is fast and clean
"
10280,"
Hi This product have any warranty.i has purchased redmi note 10s on April 12. Unfortunately Mobile fall down now the display is not working.... Ple help me....
"
10281,"
Processor is awesome
"
10282,"
FINGERPRINT IS ABSOLUTELY AWSOME...BUT CAMERA IS QUITE DECENT...SIMPLY MONSTROUS CELLPHONE...
"
10283,"
ok
"
10284,"
It is overall satisfactory.Value for Money.
"
10285,"
Review after 4 months of using this phone -1. Finger print sensor doesn't work around 3-4 out of 10 times.2. Battery discharges within 5 hours of normal usage3. While playing WhatsApp audio, screen suddenly goes black, audio volume becomes negligible and phone gets rendered virtually useless for around 1-2 mins4. Can't record phone call without consent from other person (which violates the law)5. Both selfie and rear camera produce a despicable quality of images compared to Redmi Note 8 (which was legendary)6. Phone gets hung badly when using Google Chrome App (not sure if it's fault of app or phone)Advantage -1. AMOLED display (because everyone says so, although I really can't discern between AMOLED display of this phone and LCD display of Redmi Note 8)2. For the most part, touchscreen is really good (8/10 - because often I have experienced, to my utter dismay that it was not responding to light touches in certain parts of the screen whereas it should have)3. Even after considering all the aforementioned disadvantages - this phone is a blessing for low income people and one should definitely purchase it if one's budget is within 12k.
"
10286,"
I'v buy this phone but till now its working very smoothly ..but i want to say this phone camera is not good..its not a camera phone if u want good quality camera then this phone is not for u ..i have realme x3 also have 64 megapixel camera with led display but it is 1000% better than redmi 10s....so movie and music lover can go for redmi 10s...
"
10287,"
Good value for the money
"
10288,"
My mobile is new redmi note 10 s it by new 1 month before  its broken.this mobile patches EMI option. Any stop option  EMI
"
10289,"
Product is best
"
10290,"
Camera could be improve
"
10291,"




                    The media could not be loaded.
                



 Nice
"
10292,"
Charging time is decent. Charging every other day is enough with internet on all day.
"
10293,"
I like this phone but camera quality is ok ok
"
10294,"
Quality is good
"
10295,"
Pros-Sleek designLight weightDisplayBrightness is goodSound quality is niceCons-Camera is not so goodSoftware is little bit laggyHeating issue
"
10296,"
Like
"
10297,"
Bahut achcha mobile hai
"
10298,
10299,"
This mobile is amazing but sometimes it's temperature rises. But Battery life is good and charging 🔋⚡ speed is very Good. In 30/45 min it charged full. So if you want to buy a Phone like this So this is a Good choice but only problem is Heating very much if you call About 30 min then also it heats too much. I don't know why but heating problem I am facing and fingerprint and camera is Real. Storage is good in this Budget.
"
10300,"
Good
"
10301,"
Good
"
10302,"
Awesome mobile
"
10303,"
Iam happy
"
10304,"
Value for money but camera is not up to the mark.
"
10305,"
Purchase it few days before and its looks good till now.
"
10306,"
Koi mat lena bhai bahut jayda garm hot ho jaata hai phir phone me aone aap overheating problems aata hai or bhi bahut kuchh or ye phone ekdam bakwaas me leke pachhta rha hu ab dimag kharab hogya hai xiaomi ke sabhi phone bekar hote hbattery drain jaldi hoti hai or heating jayda hoti hai esse achhha hai realme ka koi sa bhi phone lelo bhai dimaag kharab hogya hai mera to yaar return wala date closed ho gya nhi nhi me return kar deta yaar😱
"
10307,
10308,"
Bakwaas
"
10309,"
Bgmi after 45min some frame drops
"
10310,"
Nice
"
10311,"




                    The media could not be loaded.
                


"
10312,
10313,"
Overall good enough. But camera quality is not good 😉. Otherwise performance is ok .
"
10314,"
Good quality of camera
"
10315,"
There is heating issue
"
10316,"
Much better
"
10317,"
Yesterday i received it and camera is really good according to its price. Deep blue sea color is best for me. I am not a gamer so the performance for me is fine. Display is good. I hate miui but this time hardware and software worthy of it.I got it this device under 12000. You should buy this phone. Trust me there is no phone which camera is better in this price even 15000rs phones are feel cheap in quality. Even i also have OnePlus nord ce, ce 2 and lite but trust me. There is nothing special anymore about OnePlus.
"
10318,"
Best product and best service
"
10319,"
Redmi is a good brand the quality is very good and price was reasonable due to discount.
"
10320,
10321,"
Good battery pickup
"
10322,"
The importance problem is the software.The software is full of bugs . But excluding the software this is a affordable phone.Display quality is very good.speaker is goodTotally it is not bad.but camera is disappointed.But is some conditions it produces quality pics .
"
10323,"
Bad camera
"
10324,"
Worth
"
10325,"
Very nice products
"
10326,"
Overall excellent
"
10327,
10328,"
Like
"
10329,"
Good one
"
10330,"
Camera is really good. Worth for the price paid.
"
10331,"
I initially felt bad about you the product looking at the negative reviews. However took a decision to buy and try. Phone is worthy every penny. I got it around 13k. Great battery, works atleast 2 days for normal usage with internet all day. Didn't try gaming. Decent 64mp camera and great audio with dual speakers 🔊.  Refresh rate is also good. No lags. I m using this smartphone from almost 5 months and have not seen any issues. Best budget phone. All mobiles with similar specs will cost you minimum of 14 to 15k. General users can simply go for it. I suggest buy this phone in offers or sales which would give you some additional discount.
"
10332,"




                    The media could not be loaded.
                



 Phone has a great spec. I was looking for real 8Gig RAM phone under 15k segment. Got 8+4(Virtual) RAM. 128 G memory. Decent camera. solid Battery, takes only 30-40% battery on heavy use. Compared to my current phone Pro Max came weight is lighter.. Able to hold hoe long hours with good pop ups... Overall 7/10...
"
10333,"
Good phone under 15000
"
10334,"
Good
"
10335,"
Except speaker all is very good. Camera, touch, dimension all 5 stars but speaker volume is 2 ⭐
"
10336,"




                    The media could not be loaded.
                



 Very good smartphone under this budget.
"
10337,"
Good phone
"
10338,"
Nice phone
"
10339,"
Perfect phone for its price. Saw some bad reviews, but may I know do they expect i phone quality in this price range?? For the price it's a good phone with g95 processor and gettung to play bgmi with extreme settings. I haven't got any sort of issue till now. Not that much of heating, but while gaming there will be heating obviously... Camera is good as we get till 4k 30fps video recording and a 64 mp camera. What else should we get in this price. Fingerprint sensor is working perfectly, Amoled display. Idk why some people expect more front his device.
"
10340,"
All sections are good in consideration of it's price. But camera quality would have improved.
"
10341,"
Camera should be good quantity.
"
10342,"
Good phone in this price segment.
"
10343,"
Overall phone is not that good. Multiple issue, like camera is not that good. Call drop issue (not related to simcard). Wifi connection issue, slowness in application switching and few more. Overall, not a very good product. Note 9, 8 were far better than this mode.
"
10344,"
Iam very happy 😁
"
10345,"
Good
"
10346,"
Looking : GoodCamera : Perform like 8MP back, 2MP frontBattery : GoodCharging : Fastest charging 45mins for 100%
"
10347,"
Mobile glass damage
"
10348,"
Very poor camera quality
"
10349,"
Battery Drain Very Quickly
"
10350,"
Fingerprint reader working nice battery capacity is also very good but if I talk about camera then it is good but not very good so work on it overall everything is good..
"
10351,"
Pros:Handy, nice color,Cons:heating issue, network issue, AMOLED screen is of low quality.
"
10352,"
Nice all good
"
10353,"
Phone performance is good but some technical problem coming after 1-2 month like Bluetooth connection. After all phone is so good.
"
10354,"
Maine is product ko gaming ke liye  buy kiya lekin phone bhot heating hota hai jisse battery life bhi kam ho jati hai aur phone gaming me lag bhi krta hai isliye dont buy this phone
"
10355,"
Over all functions are good quality 👍
"
10356,"
White colour is good and phone is really good 👌👌👌
"
10357,"
Fantastic phone. Great battery life. Has great camera quality on both fronts. Easy to hold and carry around. Fast processor. Totally recommended. Go for it!
"
10358,"
Good
"
10359,"
Good quality,but not 5g
"
10360,"
Packaging was niceEverything mentioned above were true
"
10361,"
I like only
"
10362,"
Fingerprint censor could be better not very fast. Back camera is average ,not bad but i am very very disappointed about selfie if you want camera quality then may try another realme Or oppo, after update YouTube and some apps not working properly
"
10363,"
I have always had a good experience with the Xiaomi products. This is my 3rd MI phone in the past 7 years. They work well and are value for money. If you are looking for a good phone in a reasonable price range- this one tops it. The camera works well. Features are good and updated and phone has a good quality.reviewing after using for 2 months :)
"
10364,"
Nice mobile.
"
10365,"
Best ph in these range
"
10366,"
I got it 4k less than mrp
"
10367,"
Fast delivery by Amazon,After 5 days of use,mobile overall performance is goodCamera quality is ok.Display quality is goodSpeakers (which is said to be stereo) sound quality is average only, needs improvement here.Charging is fast.
"
10368,"
I liked
"
10369,"
Just what you can expect for such a price tag , good pick.A little heavier but really good features and sturdiness
"
10370,"
Best mobile in this price range
"
10371,"
FIVE STAR ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐
"
10372,"
Very nice
"
10373,"




                    The media could not be loaded.
                


"
10374,"
Nice
"
10375,"
Superb 👌
"
10376,"
Super
"
10377,"
Great Performance
"
10378,"
Price category of this phone is good, u can't buy this type of phone in this price from other brand
"
10379,"
On paper, this phone looks quite impressing.But in reality, it failed to impress me. Here is my review about the Redmi note 10S(6gb+64gb).Pros:1) redmi phones are known for packing the highest possible quality hardware.2) deep sea blue colour is very charming.3) dual speakers (one on the top and another on the downside).4) 3.5mm jack on the downside.5) above average battery life.Cons:-1) pathetic software (miui should better die now)2) when i applied several settings, phone hangs. And you have to restart the phone for applying that setting.( Even after installing the 350mb update available as you set up the phone).3) phone had to be adjusted around the ear to hear the voice clearly.4) camera quality is poor. (Inbuilt camera app is the culprit; go for third party app instead)5) fingerprint scanner is very slow (miui is the culprit; wait for the new update from Mi)6) display quality is notthat good as hyped by Mi. Although, it is an super amolded display, but i think LCD displays are better than this in this price segment.7) finger print scanner is convex shaped. I think the concave ones are better.8) while setting up the phone, be cautious; otherwise you can attract advertisements. ""Mi glance"" option must be set off while setting up the phone for the very first time.Conclusively, hardware is very good; software is the villain. Go for realme 8i or install custom rom (if you are a techie and dont care for the warranty).
"
10380,"
Miui gets light when you remove its Bloatware,Except heating issue which is a little bit onlyI don't think there in any issue in it.I bought it after 1 yr of launch but still.It compete from very many others in the market 😀
"
10381,"
Nice
"
10382,"
Nice phone
"
10383,"
One of the best budget device one can ask for if they are looking for a device which can handle day-to-day tasks and a bit of gaming.Helio G95 is a very capable processor for the given price bracket. It handles BGMI and other games pretty well. I benchmarked the device with Antutu and got a score of around 330k which is very decent.Camera quality is not excellent but a little better than the average. It gets the job done.Battery life is excellent (with always on display enabled) & also the battery charges pretty quickly thanks to the 33W charger.Stereo speakers are the cherry on the top. The sound quality is crisp and loud.Couldn't ask anything more in the given price bracket. Very happy with purchase.
"
10384,"
Good
"
10385,"
Figerprint  were  taking  delay  sometimes.... Battery life  was good ... And chagring were  smooth and speed..  Camera quality were poor .... After 20 days ... Star rating  4/5
"
10386,"
Not bad, good in this range
"
10387,"
Best
"
10388,"
About pros many like, camera, display, battery life, finger print sensor, smooth & fast processor.Cons - if its comes with 128 gb and also refresh rate atleast 90hz. It will blast the market...
"
10389,"
Camera is poor not good
"
10390,"
Excellent.
"
10391,"
Mobile is good as always.. worthy for money, guys pls be noted, there is no MIUI contact and phone dialer, from redmi 10 series they have removed it. you cannot expect the same redmi apps, call recorder option with google dialer comes with a note, stupid thing. i have read reviews here, none mentioned abt that. so i am mentioning this, you will not be satisfied without MIUI contact and phone dialer, so if your a person of it, then go to oppo or vivo models. camera quality is not that good, not a 5star product.
"
10392,"
If u want a amoled display and u have to cover all the departmentss..then this is the one u have to buy...at this price range u can even moderately play games...battery is also good ......if u r watching to buy mobile around 13k then u can go for it...having a great battery backup and amoled display...
"
10393,"
It's video quality is very horrible, camers image quality is not much good as like it's specifications also for reading pdf or docs it is not sharp.
"
10394,"
Lot of adds display in home screen. Removing it doesn't seems to be easy
"
10395,"
Everything fine but some bugs problem that very awful....1.Rear Camera is Good and Front is Average2.Battery is not good Charging time is fast but drain very fast.....This is the most important features in any smart phone but this phone did not have it....3.Performence is good4.display issue......Sometime display flickering in dark mode5.miui 12.5 is smooth but some bugs are have in the device..overall phone is nice ,i have bought coosmic purple and color is very nice no issueif u buy this phone then no problme but some issue has appear in device that u face/..........
"
10396,"
Camera
"
10397,"
No reason to buy,because invest 2k-3k more got more features in other brand
"
10398,"
All are good.
"
10399,"
Mobile okay okay but camra quality not good as compared to oppo vivio phone
"
10400,"
Kindly Don't Buy please Please.Totally Hanging worst experiencelisten to my words don't Buy
"
10401,"
Don't buy this product if you are looking for good camera quality, specially front camera
"
10402,"
Good 2 use
"
10403,"
Battery life degrades over time but overall it's good.
"
10404,"
Wow good
"
10405,"
Worst camera both front and rear. Doesn't seems like a 64 mp camera and front camera also feels like a 2 mp camera no clarity my old poco m2 pro still gives better picture quality then note 10s
"
10406,"
Redmi note 10S cosmic purple color I bought from Amazon. Phone packing and delivery is good. But phone camara is very poor for this budget. It is my honest opinion. You can definitely go for other companies like samsung for best camera. Because in my opinion Redmi phones are good in fast charging, display quality but it is bad when we talk about camera ( The problems are over contrast , no smooth edge and not that much clarity at 64mp back camera & Front camera is very bad ie:16mp). And also some heating compared to other devices. I purchased this phone based on popular youtube channel videos. But it is not that much worth for money. So I returns it and got my money back ( Thank you Amazon for return my cash back). Most of them comment like samsung phones are nowadays stuck in performance wise but my opinion is their software update and optimizations are better compared to China brands except higher range mobile phones. But they provide less watt charger but it is ok. And finally you can go for other phones for this budget like M32 or other companies. If you opt for more money then purchase best mobile phones based on the most of the product review.
"
10407,"
If fits in your budget just buy it don't think of badd reviews and all best phone under 15000 6gb/128gb varient
"
10408,"
Hello everyoneHe is the bugget phone.  Best phone under 1500
"
10409,"
Not as good as described
"
10410,"
We're INDIAN, we will never purchase such phones where we need to purchase Charging adapter separately, they are fooling us, they are making a very big amount of money by remove charger from the package, this review not for this (redmi note 10) mobile but other company like Samsung, apple etc. They creating this strategy to make max profit. Don't buy them.This product Is very good I purchased it by it's in box accessories but the phone is too good but I have only one problem in this phone it heat too much. But work properly. I'm satisfied.
"
10411,"
Battery life is okayBut don't go for it if you need a good camera setup it has the worst set-up i have ever used
"
10412,"
I like it
"
10413,"
This phone caters the need of most buyers. I bought it for my dad and he seems to be okay with the usage. Neither he is crazy for games nor he intends to use it for high end apps. Just multimedia consumption and bit of business whatsapp is all he needs. And this phone ticks all the boxes. Good display, awesome sound (too loud for my taste though), and decent battery life with good charging capabilities.
"
10414,"
Amazing phone with amazing battery, camera and display.
"
10415,"
Good phone, super quality
"
10416,"
Best product, value for money, camera is not good at all but performance is much more better. Never lagged yet
"
10417,"
Good camera, fast charging speed but battery life is a little low
"
10418,"
Hmm most thing is really good i bought 6 64 version in 14k i don't think higher then this version is worth to buy, for me camera battery screen is very good only drawback is processor although it is also good but if u use a little heavy it got heat very fast and make mobile bery hard to use
"
10419,"
Speaker quality can be improved
"
10420,"
Camera quality is worst. Really disgusting experience after ecxhanging my 7pro for this... Camera quality was way better from this... Battery life is good... Fast charging is good.. Fingerprint sensor works quick... But if you are a photography enthusiastic then don't go for this
"
10421,"
Like
"
10422,"
Good products
"
10423,"
Very good condition
"
10424,"
This phone is beast gaming phone, camera stability is overpowered, battery life is also overpowered, display is very fast responsible display, fingerprint very fast, overall best gaming phone
"
10425,"
Gud
"
10426,"
Everything is good
"
10427,"
Phone is superb. I'm using this phone 3 months and have no lag issues in UI. But during BGMI gameplay, there's so much lag🙂. And I Didn't get the built in Alexa as promised. Battery is good, Camera decent, Display is superb 🤩
"
10428,"
Rare camera is so good but front camera should be improve. The best think is that 6.4 Inc full hd plus with Amoled display. In display fingerprint should include in place of side fingerprint.My Rating after 5 days of usedFront Camera - 3/5Rare Camera - 4.5/5Processor - 4.7/5Fingerprint reader - 5/5Battery Life - 4/5Charging Speed - 5/5Sound Quality - 5/5 (for Dual Speaker)Display Quality - 5/5 (for Amoled Display)Design - 4.5/5Value for money - 4/5 ( 14000 is good)Improvement in Front camera and in display fingerprint.
"
10429,"
I've been using this phone for a week and I'm quite happy with the product.Battery life - The battery is most capable and can stand for more than a day. It also charges very fast. I'm really satisfied with it. (5/5)Fingerprint sensor -  The sensor is good enough and scans the fingerprint just fine. I personally find the sensor on the power button, a tad bit weird. I'm not used to it, so it's not my favorite thing. I would have liked a facial recognition scanner better. My previous phone had one and I find it a bit lacking now. (4.5/5)Camera - As most reviews have stated, the camera is not the phone's best feature. If you need a high quality camera and that is a deal breaker, then do not go for this phone. The camera is not bad. It's just not the best out there. (The dark mode is quite good though.) (3.75/5)Display - The display is one of my favorite things in this phone. It has an amoled display and it is just great. I love using it to watch YouTube videos and Netflix. (5/5)Speaker - The speaker is just WONDERFUL. I'm very big on music. So the speakers play a huge part for me and I am very satisfied. The phone speakers are loud and clear. I love the clarity it gives on the headphones too. (5/5)The RAM - The phone has a 6GB RAM. I'm not a gamer but I find the phone to function very well. It's fast, it doesn't lag at all. No hanging or freezing. (4.5/5)Weight - Another great feature about this phone is that it is very light. It is easy to hold and doesn't feel heavy while carrying it. (5/5)I recommend it to anyone who doesn't have a very high expectation on the camera.
"
10430,"
For education
"
10431,"
Ok ok product
"
10432,"
I purchased redmi note 10s in Jan 2022.In 3 months of use, now it show some technical problem. Suddenly My phone not charge, dnt knw why.
"
10433,"
The camera quality of this phone, specially the front camera is not worth the money.
"
10434,
10435,"
Fingerprint work fast . Battery almost good .. camera is very bad
"
10436,"
Nice product
"
10437,"
Redmi should have to enhance their camera quality and do something about software update
"
10438,"
Mere pass 2 mobile he ye wale 1 chote bhai k pass he usne starting me 15000 me mila tha but mene abhi 13000 me liya
"
10439,"
Amazon Customer Agent Refused to accept the warranty claim for my redmi note 10s mobile Accessories Defect Dont Buy Product Like This They Are Not Responding for Complaints
"
10440,"
Finger print is good. Sppedy reading. And batteri is ok ok. Fast charging is nice and very fast. And battery backups is depends on your uses. I am happy for battery and fingerprint cases. but i ignored and sad affected a camara quality is very very bad.
"
10441,"
Nice product I m loving it thanks
"
10442,"
Product is very good
"
10443,"
1 day delivered my products but technical issuesLate delivered I extra pay 100 rupeesAnyway my money refund only 2 day'sProducts it's very much.😊✌❤
"
10444,"
After 3 months - Performance is very good for day to day use. Camera is very worst oil painted effect is appearing when you slightly zoom the picture. 64 MP Omnivision camera sensor is used as main camera - worst quality. Battery is well and good - fast charging is decent. Display is superb. Audio quality is medium. More bugs in MIUI. Back is plastic and quality is poor.
"
10445,"
Camera quality is average.
"
10446,"
Phone is gifted not available now
"
10447,"
Fingerprint reader is working fine after 3 weeks of usage, camera quality could have been better, battery life is ok there is fast charger so if the mobile in 60% charge it for 20 mins it will be 90% approx. or near
"
10448,"
I am using this phone for almost two to three months. In my opinion this is the best phone I can get on this budget. Before buying this phone I checked all the comments and there was a lot of bad reviews about this phone. After using this, in my experience it is not that bad as they say.NB:: I AM NOT A GAMER.1.Battery: battery life is excellent if you are keeping it in dark mode and less brightness you will get excellent backup.2.Camera:. Camera quality is ok not the best but for me it is satisfying. I am happy with the quality this is giving.3. Heating:  there is a little heating . but when you check the YouTube videos of other phones every phone has heating issue. This heating issue is only for heavy gamers.SO IN MY EXPERIENCE FOR DAY TO DAY USE LIKE YOUTUBE WHATSAPP FACEBOOK INSTAGRAM ETC...THIS PHONE IS BEST, I HAVE NO ISSUES SO FAR NO HANGING PROBLEMS.**And one more thing do not update.
"
10449,"
Very poor camera quality
"
10450,"
If you're looking for a performance based phone under 15k,( although i bought it at 12k) then you should definitely go for it. Here's why:-It provides smooth 60 fps by default!(on BGMI) I've been using using this device for a couple of months and i hardly notice any frame drops. Also you can play BGMI on HDR with Ultra frame rate, and even tho its frame rate limit is ultra on HDR, it provides 47-58fps on HDR, yes. I've been playing BGMI on this phone for a couple of months, it still lets me play on HDR with an average of 55fps!! And its still a 15k phone!!! Although it heats up after playing continuously for 4-5 hours, you should probably go for it guys.
"
10451,"
Low price , good performance...
"
10452,"
Good phone
"
10453,"
I will not recommend this phone to anyone since it is hanging more even after software updation
"
10454,"
Nice
"
10455,"
The touch and processor at this price is coolest.. I like the AI brightness feature.. Gaming is good on this device (without any glitch).. About a month or some days less I m using it.. No problem at all..
"
10456,"
Its a good quality camera but the bettery is one inch a problem , and over all its a good company and a good phone in 15k
"
10457,"
Ok
"
10458,"




                    The media could not be loaded.
                



 1) Quality:the mobile quality and builder quality is super and excellent2) battery is so much good3) quick charging: but it takes to charge is about 2hrs4) camera is good in back and front is avarage5) finger&face lock is super fast6) battery life is around almost 8hrs7) performance is 4/5 rating8) design is very stylish9) display: redmi told it's a super amoled display but in my way it's a amoled and display rating is 3.8/510) gaming is super like pubg11) over all the mobile is at this range of prise is super and excellentThis i my review after using of one week ☺️
"
10459,"
Worst camera quality don't buy this phone for taking quality photos
"
10460,"
It is good ☺️ but battery life is.......
"
10461,"
Budget phone. Value for money. Very good Amoled display.
"
10462,"
Pros: battery, display, processorCons: camera could have been better, 60hz refresh rate
"
10463,"
Overall performance is good but camera quality should be better than this.
"
10464,"
I like it' look but l don't like it'camera
"
10465,
10466,"
Gud
"
10467,"
During charging and in use the mobile is heating very high... So slow  charging, battery is discharging very fast.Waste of money
"
10468,
10469,"
Value for money
"
10470,"
After many positive and negative review's i was much bothered to purchase this phone. Finally got it at best deal and belive me its awesome phone.1. Excellent looking2. Camera quality good, need to work for selfi mode3. Battery juz love it. Very fast charging and stays for 2 days.4. Sensors are rally good5. Sound quality is excellent. Dual speakersTo b honest love this mobile. Juz buy it.
"
10471,"
This is by far the best phone in this price range.The Amoled display is good and vibrant.Rest all the reviews you will find on youtube so ill keep things short and pinpoint several things which reviewers dont consider sharing1. MiUi needs to be worked on it doesnt make full use of the phone's potential.2. The annoying pre loaded apps are good but you can not uninstall some of it like GetApps, wallpaper crousel.3. It does collects data from msa, and all the pre installed apps even though its made in India it still steals your data so do know that it is somewhat helping and paying China.4. To fix Ads issue and recommendations you need to turn it off from every single xiaomi apps settings.5. Cant uninstall xiaomi apps, only can disable and the procedure is very tiring.6. Flash has only white light no yellow tone secondary light and is still very dim.7. Secondary speaker sounds a bit low and its same as the earpiece speaker.But for this price range these are the things you can ignore as it still does things better than other phones in this price range also these are mostly just software bugs. Hardware wise this device is very solid.
"
10472,"
Build quality, Display and Battery are good. Camera, touch, fingerprint and audio are below average.
"
10473,"
This mobile is very nice
"
10474,"
Now this start hanging
"
10475,"
🔴Prons -🔸Performance🔸Camera🔸Battery🔸Sound🔴Cons -🔸THERMALS🔸Build Quality
"
10476,"
Design nyc he
"
10477,"
Nice
"
10478,"
Very good hardware let down by miui 12.5 which is riddled with serious bugs. Especially display freezing at night is annoying, always on display also freezes the screen at night.. Dual apps can't send sms and UPI is not usable because of this issue which is a major major problem.. Buggy software.. Extremely slow fingerprint reading at times. Selfie camera is worst at night. Phone app is also very slow, call screen takes pauses before appearing.. Second space makes the phone even more slow and buggy. Xiaomi has given miui updates but every update introduces some kind of bugs. The fact that this model is now 6 months old and yet xiaomi is not able to resolve the bugs.Display is just superb.. AMOLED is a huge advantage over LCD. Colors are accurate, sunlight legibility is very very good. Phone is very light weight and thin. Charging is pretty fast too.. Dual stereo speakers are really good.Overall waste of a money because of long pending software issues.. Realme UI on my narzo 50 is quite fluid and bugless in my opinion..
"
10479,"
One of the best mobile low budget. I have purchased this for my dad and it very nice. Performance wise awesome and charging is quite fast compared to previous mobile. Thanks
"
10480,"
Phone performance is good. In this prise range it is really good...
"
10481,"




                    The media could not be loaded.
                



 Good
"
10482,"
Very nice product and overall giving appropriate experience in all sectors.
"
10483,"
Adding this review after 15 days of usage.Have purchased this phone for my father's birthday1.) Overall a good phone.2.) No lag issue3.) Batter is also good4.) Camera quality is okay as per the 10K phone range. You cannot expect iPhone like camera quality.5.) Look is good6.) No issues are faced as of now.Will update this after a few months of usage.
"
10484,"
Same as other Mi phones. Not so much different. Camera quality is not that much good.
"
10485,"
Everything is ok except camera quality.1. Super Amoled Display is very good2. Battery & charging performance is  impressive3. Sound quality is also good4. Hand felling is comfortable5. Camera quality is also admirable in shiny  daylightBut***In night it captures very* poor quality pics...... I'm one of them who need a good camera phone but unfortunately it has not so good camera quality in night( <4 in day)So if you want a good camera phone you must go in another option otherwise Note 10S is excellent.
"
10486,"
Goo
"
10487,"
Nice
"
10488,"
Good
"
10489,"
Little bit of lag i noticed when gaming and using another application
"
10490,"
Best
"
10491,
10492,"
good phone.  Nice display, good camera, picture quality is very good.  Battery backup is so good.  This phone gets fully charged in just 1.20 hours.  No compromise with this phone. I haven't found any heating and hanging issues yet.I am having only one problem.There is vibration at the time of typing. I can't find the option to turn it off.you can go for it. I bought this phone in 12999 rupees in offer period with cash on delivery. Thanks seller, thanks Amazon.
"
10493,"
I am a Happy customer..i am gonna keep this phone for years ..it's battery life is remarkable..Camera quality is very good..it's a budget phone u get a lot of tech that you would not expect given the cost .
"
10494,"
All is good
"
10495,"
Finger print ok,fast charging is not good, battery ok,front camera is very poor,back camera is below average,display is ok
"
10496,"
Mobile features tremendousI am loving it
"
10497,"
Gud
"
10498,"
This device offer time purchase only 11000 thiss price range good
"
10499,"
Best
"
10500,"
शुरुआत में चार्जिग में गर्म हो रहा था चिंता थीखराब हो जायेगा रिप्लेस के लिए लिखा थारिस्पोंस नहीं दिया यह खरीदार के प्रति बादा खिलाफी हैपर अब उतना गर्म नहीं हो रहा अब संतुष्ट हूंरेडमी नोट 3से चला सफर रेडमी नोट 10S तक आ गया है संतुष्ट हूं
"
10501,"
Great refresh rate. Fluid screen. Good performance.Battery is also very good. Bright colorsNo issues after 1 year.
"
10502,"
not suggestable for heavy gamers....
"
10503,"
Mobile is really super and light weight
"
10504,"
Super smart phone
"
10505,"
Camera especially selfie is not good display and battery life is awesome sound also not so loud even with dual speaker
"
10506,"
This mobile is very good. Its battery is very high capacity totally nice product
"
10507,"
Other party can't hear few sentences in between a conversation. Its a pain to say the least. It also loses connection while playing online chess. I think the wifi chip is faulty in my handset. Going to support center and coming back would cost me 600 (since atleast two times you have to visit to collect it back).Maybe i will sell it and get a new device since the price has come down.
"
10508,"




                    The media could not be loaded.
                



 Gift this phone
"
10509,"
Can't say much as I bought it only 2 days ago.
"
10510,"
Good phone
"
10511,"
You for money under 14000 best mobile
"
10512,"
Good mobile but price is high comparing other mobiles in this features
"
10513,"
Achha mobile hai, bahut achha chal raha hai
"
10514,"
Camera is below average, slowness and lag observed in normal operations.
"
10515,"
I think the quality has been compromised on quantity. It lags even in those games that run smoothly in redmi note 3. Hence instead of upgrading redmi is downgrading it's quality.  Not worth it's value.
"
10516,"
Best in this price range display is also good but camera quality is just ok battery backup is also decent speaker is also loud and clear. Sometimes blue light around the screen when I receive notification I think this is a defect many users experience this problem. If you want camera phone don't buy this. I  give four 🌟 because I receive AMOLED SCREEN and nice processor and RAM at this price range.I bought this in 12999 rupees
"
10517,"
Proccesor not so fast as company declared
"
10518,"
Good for gaming
"
10519,"
I want to you tell one thing Xiaomi is doing good but the UI of this phone is very irritating there is so many bugs whenever I open the camera of this phone it is taking more time to launch the camera, otherwise phone is excellent
"
10520,"
Battery is draining much faster than expected.with in 5 hours usage the mobile will shutdown due to low battery
"
10521,"
The phone overall is good in terms of performance and camera quality. Also the display is good as i is amoled which i usually like in smartphones. But the fingerprint is quiet annoying even if i just only want to check the time it unlocks itself and yeah the sensory is annoying as it has virtual sensor and during calling it sometime mutes itself i guess all new phones have that which is frustrating.
"
10522,
10523,"
My 16MP CAMERA BETTER THAN 64MP CAMERA THIS PHONE WROST PERFORMANCE
"
10524,"
Camera is superb
"
10525,"
This phone is loaded with special features under this category as compared to the rest.
"
